DownloadTimeStamp,UTC_TimeStamp,Local_TimeStamp,Unix_Time,Metric,Temperature,Precipitation_inches,Relative_Humidity,Cloud_Cover,WindSpeed10mAbove_mph,SurfacePressure_millibars, WindDirection_degrees
1709604373,08/20/2023 8:00 PM,08/20/2023 2:00 PM,1692561600,false,79.70,0.00,50.2,28,4.60,869.2,326.3
1709604373,08/20/2023 9:00 PM,08/20/2023 3:00 PM,1692565200,false,79.90,0.00,50,97,8.60,868.9,311.1
1709604373,08/20/2023 10:00 PM,08/20/2023 4:00 PM,1692568800,false,79.40,0.00,51.4,100,8.00,868.4,317.8
1709604373,08/20/2023 11:00 PM,08/20/2023 5:00 PM,1692572400,false,77.60,0.00,54.3,94,8.40,868.6,301.6
1709604373,08/21/2023 12:00 AM,08/20/2023 6:00 PM,1692576000,false,75.70,0.00,58,100,11.40,868.7,295.6
1709604373,08/21/2023 1:00 AM,08/20/2023 7:00 PM,1692579600,false,74.90,0.00,57.9,99,8.70,868.7,315.5
1709604373,08/21/2023 2:00 AM,08/20/2023 8:00 PM,1692583200,false,74.10,0.00,60.8,95,4.40,868.7,318.9
1709604373,08/21/2023 3:00 AM,08/20/2023 9:00 PM,1692586800,false,72.90,0.00,62.5,28,3.30,868.5,24.1
1709604373,08/21/2023 4:00 AM,08/20/2023 10:00 PM,1692590400,false,72.20,0.00,64.7,99,1.50,869,150.1
1709604373,08/21/2023 5:00 AM,08/20/2023 11:00 PM,1692594000,false,71.10,0.00,66.7,100,1.60,868.2,13.8
1709604373,08/21/2023 6:00 AM,08/21/2023 12:00 AM,1692597600,false,70.70,0.00,69.4,100,0.50,868.3,33.2
1709604373,08/21/2023 7:00 AM,08/21/2023 1:00 AM,1692601200,false,69.70,0.00,72.4,100,4.10,868.6,158.4
1709604373,08/21/2023 8:00 AM,08/21/2023 2:00 AM,1692604800,false,68.50,0.02,78.6,100,4.90,868.4,266.6
1709604373,08/21/2023 9:00 AM,08/21/2023 3:00 AM,1692608400,false,68.10,0.00,81.4,97,3.90,868.4,156
1709604373,08/21/2023 10:00 AM,08/21/2023 4:00 AM,1692612000,false,68.20,0.00,82.7,100,4.00,868.5,155.6
1709604373,08/21/2023 11:00 AM,08/21/2023 5:00 AM,1692615600,false,68.70,0.00,76.7,68,2.50,868.7,45.8
1709604373,08/21/2023 12:00 PM,08/21/2023 6:00 AM,1692619200,false,68.20,0.00,76.5,11,3.30,868.9,241
1709604373,08/21/2023 1:00 PM,08/21/2023 7:00 AM,1692622800,false,68.30,0.00,76.9,13,4.30,869.2,46.1
1709604373,08/21/2023 2:00 PM,08/21/2023 8:00 AM,1692626400,false,71.40,0.00,71.5,9,3.20,869.2,151.6
1709604373,08/21/2023 3:00 PM,08/21/2023 9:00 AM,1692630000,false,75.60,0.00,61.1,29,6.30,869.8,155.2
1709604373,08/21/2023 4:00 PM,08/21/2023 10:00 AM,1692633600,false,78.80,0.00,52.1,2,7.30,870.1,180.5
1709604373,08/21/2023 5:00 PM,08/21/2023 11:00 AM,1692637200,false,78.60,0.01,52,99,10.80,870.6,171.2
1709604373,08/21/2023 6:00 PM,08/21/2023 12:00 PM,1692640800,false,82.20,0.00,45,98,10.10,870.7,155.6
1709604373,08/21/2023 7:00 PM,08/21/2023 1:00 PM,1692644400,false,83.80,0.00,40,37,14.00,870.6,181.7
1709604373,08/21/2023 8:00 PM,08/21/2023 2:00 PM,1692648000,false,84.20,0.00,36.8,12,16.80,870.5,176.9
1709604373,08/21/2023 9:00 PM,08/21/2023 3:00 PM,1692651600,false,83.90,0.00,36.1,99,19.70,870.8,164.1
1709604373,08/21/2023 10:00 PM,08/21/2023 4:00 PM,1692655200,false,78.80,0.00,42.8,100,17.50,871.4,147.6
1709604373,08/21/2023 11:00 PM,08/21/2023 5:00 PM,1692658800,false,79.80,0.00,40.9,100,14.50,871.4,154.7
1709604373,08/22/2023 12:00 AM,08/21/2023 6:00 PM,1692662400,false,79.70,0.00,40.6,100,14.20,871.8,157.3
1709604373,08/22/2023 1:00 AM,08/21/2023 7:00 PM,1692666000,false,78.10,0.00,40.1,99,9.80,871.8,162.6
1709604373,08/22/2023 2:00 AM,08/21/2023 8:00 PM,1692669600,false,76.00,0.00,42.6,100,10.20,871.4,154.5
1709604373,08/22/2023 3:00 AM,08/21/2023 9:00 PM,1692673200,false,75.00,0.00,45.7,98,9.10,871.8,160.4
1709604373,08/22/2023 4:00 AM,08/21/2023 10:00 PM,1692676800,false,75.60,0.00,46.8,100,8.30,872.6,148.5
1709604373,08/22/2023 5:00 AM,08/21/2023 11:00 PM,1692680400,false,74.60,0.00,48.2,87,8.50,872.1,157.2
1709604373,08/22/2023 6:00 AM,08/22/2023 12:00 AM,1692684000,false,76.00,0.00,42.1,99,15.20,872.6,159.8
1709604373,08/22/2023 7:00 AM,08/22/2023 1:00 AM,1692687600,false,74.10,0.00,42.6,60,7.10,871.9,168.5
1709604373,08/22/2023 8:00 AM,08/22/2023 2:00 AM,1692691200,false,72.90,0.00,45.8,17,6.50,872.3,165.3
1709604373,08/22/2023 9:00 AM,08/22/2023 3:00 AM,1692694800,false,72.30,0.00,48.4,36,8.50,872.1,183.2
1709604373,08/22/2023 10:00 AM,08/22/2023 4:00 AM,1692698400,false,73.30,0.00,48.5,61,15.10,873,166.3
1709604373,08/22/2023 11:00 AM,08/22/2023 5:00 AM,1692702000,false,72.00,0.00,50.3,100,10.40,873.3,147.2
1709604373,08/22/2023 12:00 PM,08/22/2023 6:00 AM,1692705600,false,70.70,0.00,51.7,100,8.30,873.3,212.8
1709604373,08/22/2023 1:00 PM,08/22/2023 7:00 AM,1692709200,false,69.10,0.00,58.7,95,4.00,873.5,333.6
1709604373,08/22/2023 2:00 PM,08/22/2023 8:00 AM,1692712800,false,69.50,0.00,61,99,5.90,873.5,13.3
1709604373,08/22/2023 3:00 PM,08/22/2023 9:00 AM,1692716400,false,70.50,0.01,60,99,7.80,874,163.1
1709604373,08/22/2023 4:00 PM,08/22/2023 10:00 AM,1692720000,false,71.70,0.01,55.4,84,9.30,874,161.9
1709604373,08/22/2023 5:00 PM,08/22/2023 11:00 AM,1692723600,false,66.30,0.06,77.1,90,7.20,875,135.1
1709604373,08/22/2023 6:00 PM,08/22/2023 12:00 PM,1692727200,false,69.80,0.01,64.2,58,8.60,874.4,162.6
1709604373,08/22/2023 7:00 PM,08/22/2023 1:00 PM,1692730800,false,71.60,0.00,60.7,92,4.70,874.1,178.2
1709604373,08/22/2023 8:00 PM,08/22/2023 2:00 PM,1692734400,false,66.30,0.04,78,100,7.20,874.5,204.3
1709604373,08/22/2023 9:00 PM,08/22/2023 3:00 PM,1692738000,false,66.80,0.14,82.2,92,6.60,874.1,126.7
1709604373,08/22/2023 10:00 PM,08/22/2023 4:00 PM,1692741600,false,67.10,0.02,74.5,32,7.10,874,145.3
1709604373,08/22/2023 11:00 PM,08/22/2023 5:00 PM,1692745200,false,69.80,0.00,64.1,100,7.30,872.8,189.1
1709604373,08/23/2023 12:00 AM,08/22/2023 6:00 PM,1692748800,false,70.80,0.00,62.1,100,8.40,872.5,188.8
1709604373,08/23/2023 1:00 AM,08/22/2023 7:00 PM,1692752400,false,71.20,0.00,58.4,73,4.40,871.8,138.2
1709604373,08/23/2023 2:00 AM,08/22/2023 8:00 PM,1692756000,false,70.50,0.00,60,29,5.00,871.5,205
1709604373,08/23/2023 3:00 AM,08/22/2023 9:00 PM,1692759600,false,67.30,0.00,65.8,24,5.20,871.7,202
1709604373,08/23/2023 4:00 AM,08/22/2023 10:00 PM,1692763200,false,66.10,0.00,65.6,35,4.60,872,195.8
1709604373,08/23/2023 5:00 AM,08/22/2023 11:00 PM,1692766800,false,64.80,0.00,68.2,41,3.00,872.1,275.5
1709604373,08/23/2023 6:00 AM,08/23/2023 12:00 AM,1692770400,false,64.70,0.00,68.8,8,3.90,872.1,61.9
1709604373,08/23/2023 7:00 AM,08/23/2023 1:00 AM,1692774000,false,64.70,0.00,69.9,0,4.30,872.3,49
1709604373,08/23/2023 8:00 AM,08/23/2023 2:00 AM,1692777600,false,64.00,0.00,72.8,0,4.80,872.2,13.5
1709604373,08/23/2023 9:00 AM,08/23/2023 3:00 AM,1692781200,false,63.10,0.00,73.1,0,4.00,872.6,43.6
1709604373,08/23/2023 10:00 AM,08/23/2023 4:00 AM,1692784800,false,62.00,0.00,75.6,0,4.10,872.4,64.2
1709604373,08/23/2023 11:00 AM,08/23/2023 5:00 AM,1692788400,false,63.10,0.00,73.9,0,4.40,872.4,68.1
1709604373,08/23/2023 12:00 PM,08/23/2023 6:00 AM,1692792000,false,62.50,0.00,74.6,0,4.30,872.3,287.6
1709604373,08/23/2023 1:00 PM,08/23/2023 7:00 AM,1692795600,false,62.20,0.00,76.7,0,4.10,872.9,1.1
1709604373,08/23/2023 2:00 PM,08/23/2023 8:00 AM,1692799200,false,63.60,0.00,77.1,0,2.70,873,242.9
1709604373,08/23/2023 3:00 PM,08/23/2023 9:00 AM,1692802800,false,70.80,0.00,63,0,3.90,872.9,197.6
1709604373,08/23/2023 4:00 PM,08/23/2023 10:00 AM,1692806400,false,74.50,0.00,53.5,0,4.30,872.9,206.1
1709604373,08/23/2023 5:00 PM,08/23/2023 11:00 AM,1692810000,false,77.20,0.00,47.8,0,1.50,873.1,359.8
1709604373,08/23/2023 6:00 PM,08/23/2023 12:00 PM,1692813600,false,79.30,0.00,45.5,0,1.00,872.7,51.3
1709604373,08/23/2023 7:00 PM,08/23/2023 1:00 PM,1692817200,false,81.20,0.00,44.7,0,2.20,872.5,355.8
1709604373,08/23/2023 8:00 PM,08/23/2023 2:00 PM,1692820800,false,81.90,0.00,43.9,27,5.30,872.1,317.7
1709604373,08/23/2023 9:00 PM,08/23/2023 3:00 PM,1692824400,false,82.90,0.00,42.7,14,5.40,871.4,315.5
1709604373,08/23/2023 10:00 PM,08/23/2023 4:00 PM,1692828000,false,84.80,0.00,39,16,6.00,870.5,303.3
1709604373,08/23/2023 11:00 PM,08/23/2023 5:00 PM,1692831600,false,85.40,0.00,37.8,1,6.20,870,323.8
1709604373,08/24/2023 12:00 AM,08/23/2023 6:00 PM,1692835200,false,86.10,0.00,35.3,0,5.40,869.5,327.4
1709604373,08/24/2023 1:00 AM,08/23/2023 7:00 PM,1692838800,false,80.80,0.00,42.8,82,7.60,869.6,314.9
1709604373,08/24/2023 2:00 AM,08/23/2023 8:00 PM,1692842400,false,68.10,0.12,71.3,98,3.50,871.8,116.6
1709604373,08/24/2023 3:00 AM,08/23/2023 9:00 PM,1692846000,false,68.40,0.01,69.1,37,6.80,870.9,108
1709604373,08/24/2023 4:00 AM,08/23/2023 10:00 PM,1692849600,false,68.80,0.00,67.3,2,8.50,871.3,157.8
1709604373,08/24/2023 5:00 AM,08/23/2023 11:00 PM,1692853200,false,67.20,0.00,73,95,6.60,871.1,234.2
1709604373,08/24/2023 6:00 AM,08/24/2023 12:00 AM,1692856800,false,66.00,0.00,74,32,5.10,871.1,204.5
1709604373,08/24/2023 7:00 AM,08/24/2023 1:00 AM,1692860400,false,66.20,0.00,70.5,14,4.30,871.1,212.8
1709604373,08/24/2023 8:00 AM,08/24/2023 2:00 AM,1692864000,false,65.70,0.00,74.9,12,3.50,870.9,313
1709604373,08/24/2023 9:00 AM,08/24/2023 3:00 AM,1692867600,false,64.80,0.00,78.3,58,2.20,871,314.6
1709604373,08/24/2023 10:00 AM,08/24/2023 4:00 AM,1692871200,false,65.10,0.00,77.6,13,2.60,871.1,77.2
1709604373,08/24/2023 11:00 AM,08/24/2023 5:00 AM,1692874800,false,65.50,0.00,78.6,13,2.50,871,321.1
1709604373,08/24/2023 12:00 PM,08/24/2023 6:00 AM,1692878400,false,67.40,0.00,68.7,74,4.50,870.9,140.1
1709604373,08/24/2023 1:00 PM,08/24/2023 7:00 AM,1692882000,false,66.70,0.00,72.4,95,4.00,871.4,184.3
1709604373,08/24/2023 2:00 PM,08/24/2023 8:00 AM,1692885600,false,66.70,0.00,75.5,95,5.10,871.6,226
1709604373,08/24/2023 3:00 PM,08/24/2023 9:00 AM,1692889200,false,69.60,0.00,70.9,43,1.20,871.7,310.1
1709604373,08/24/2023 4:00 PM,08/24/2023 10:00 AM,1692892800,false,72.40,0.00,63.1,9,2.30,871.8,331.3
1709604373,08/24/2023 5:00 PM,08/24/2023 11:00 AM,1692896400,false,76.30,0.00,54.6,35,3.20,871.9,305.1
1709604373,08/24/2023 6:00 PM,08/24/2023 12:00 PM,1692900000,false,79.60,0.00,48.7,74,2.60,871.6,318.8
1709604373,08/24/2023 7:00 PM,08/24/2023 1:00 PM,1692903600,false,82.30,0.00,42.4,97,2.50,871.3,281.9
1709604373,08/24/2023 8:00 PM,08/24/2023 2:00 PM,1692907200,false,84.70,0.00,37.6,100,3.30,871,289.9
1709604373,08/24/2023 9:00 PM,08/24/2023 3:00 PM,1692910800,false,85.30,0.00,35.2,100,5.00,870.7,143.9
1709604373,08/24/2023 10:00 PM,08/24/2023 4:00 PM,1692914400,false,86.00,0.00,35.3,97,4.30,870.1,287.2
1709604373,08/24/2023 11:00 PM,08/24/2023 5:00 PM,1692918000,false,86.10,0.00,33.8,62,5.80,869.8,188.9
1709604373,08/25/2023 12:00 AM,08/24/2023 6:00 PM,1692921600,false,85.60,0.00,34.7,13,4.00,869.8,161.4
1709604373,08/25/2023 1:00 AM,08/24/2023 7:00 PM,1692925200,false,82.80,0.00,38.9,46,9.10,869.3,97.2
1709604373,08/25/2023 2:00 AM,08/24/2023 8:00 PM,1692928800,false,79.50,0.00,41.1,59,6.70,869.8,97
1709604373,08/25/2023 3:00 AM,08/24/2023 9:00 PM,1692932400,false,78.10,0.00,40,16,5.10,870.1,102.7
1709604373,08/25/2023 4:00 AM,08/24/2023 10:00 PM,1692936000,false,76.80,0.00,42.5,0,6.10,870.9,274.9
1709604373,08/25/2023 5:00 AM,08/24/2023 11:00 PM,1692939600,false,73.30,0.00,49.2,0,4.00,870.9,74.7
1709604373,08/25/2023 6:00 AM,08/25/2023 12:00 AM,1692943200,false,71.60,0.00,52.1,0,5.30,870.8,43.8
1709604373,08/25/2023 7:00 AM,08/25/2023 1:00 AM,1692946800,false,71.40,0.00,54.8,7,4.80,870.8,38.3
1709604373,08/25/2023 8:00 AM,08/25/2023 2:00 AM,1692950400,false,69.30,0.00,57.3,4,4.90,870.8,18.5
1709604373,08/25/2023 9:00 AM,08/25/2023 3:00 AM,1692954000,false,67.70,0.00,60.7,0,2.60,871,11
1709604373,08/25/2023 10:00 AM,08/25/2023 4:00 AM,1692957600,false,67.90,0.00,58.7,0,4.10,871.1,286
1709604373,08/25/2023 11:00 AM,08/25/2023 5:00 AM,1692961200,false,67.20,0.00,61.8,0,3.20,871.2,250.7
1709604373,08/25/2023 12:00 PM,08/25/2023 6:00 AM,1692964800,false,66.20,0.00,64.1,0,4.50,871.1,221.9
1709604373,08/25/2023 1:00 PM,08/25/2023 7:00 AM,1692968400,false,65.60,0.00,67.5,0,2.30,871.6,206.1
1709604373,08/25/2023 2:00 PM,08/25/2023 8:00 AM,1692972000,false,67.30,0.00,65.8,0,3.80,872.1,209.5
1709604373,08/25/2023 3:00 PM,08/25/2023 9:00 AM,1692975600,false,74.10,0.00,52.8,0,3.50,872.5,241
1709604373,08/25/2023 4:00 PM,08/25/2023 10:00 AM,1692979200,false,78.80,0.00,43.5,0,3.10,872.6,274.8
1709604373,08/25/2023 5:00 PM,08/25/2023 11:00 AM,1692982800,false,80.50,0.00,41.3,0,4.00,872.6,27.8
1709604373,08/25/2023 6:00 PM,08/25/2023 12:00 PM,1692986400,false,83.40,0.00,38.6,0,4.30,872.3,255.9
1709604373,08/25/2023 7:00 PM,08/25/2023 1:00 PM,1692990000,false,84.80,0.00,35.6,15,5.10,872.3,281.6
1709604373,08/25/2023 8:00 PM,08/25/2023 2:00 PM,1692993600,false,86.30,0.00,33.6,18,4.70,871.9,313.4
1709604373,08/25/2023 9:00 PM,08/25/2023 3:00 PM,1692997200,false,87.70,0.00,31.2,7,4.50,871.2,308.4
1709604373,08/25/2023 10:00 PM,08/25/2023 4:00 PM,1693000800,false,89.20,0.00,27.3,5,3.80,870.7,275.3
1709604373,08/25/2023 11:00 PM,08/25/2023 5:00 PM,1693004400,false,89.90,0.00,25.3,0,4.50,870.1,317.6
1709604373,08/26/2023 12:00 AM,08/25/2023 6:00 PM,1693008000,false,90.00,0.00,24.8,0,2.60,870.1,268.2
1709604373,08/26/2023 1:00 AM,08/25/2023 7:00 PM,1693011600,false,88.70,0.00,25.5,0,4.10,870,328.1
1709604373,08/26/2023 2:00 AM,08/25/2023 8:00 PM,1693015200,false,85.50,0.00,29.6,0,4.20,870.2,354.6
1709604373,08/26/2023 3:00 AM,08/25/2023 9:00 PM,1693018800,false,81.40,0.00,35.1,0,4.30,870.3,51.9
1709604373,08/26/2023 4:00 AM,08/25/2023 10:00 PM,1693022400,false,79.60,0.00,38.5,1,2.50,870.5,97.1
1709604373,08/26/2023 5:00 AM,08/25/2023 11:00 PM,1693026000,false,78.50,0.00,41.8,0,5.70,870.5,183.2
1709604373,08/26/2023 6:00 AM,08/26/2023 12:00 AM,1693029600,false,77.00,0.00,47.3,0,5.90,870.5,188.5
1709604373,08/26/2023 7:00 AM,08/26/2023 1:00 AM,1693033200,false,74.70,0.00,50.8,0,6.00,871,221.3
1709604373,08/26/2023 8:00 AM,08/26/2023 2:00 AM,1693036800,false,73.60,0.00,56.4,0,5.60,871,227.8
1709604373,08/26/2023 9:00 AM,08/26/2023 3:00 AM,1693040400,false,71.30,0.00,57.9,0,5.00,870.9,238.6
1709604373,08/26/2023 10:00 AM,08/26/2023 4:00 AM,1693044000,false,71.80,0.00,57,0,4.70,871.1,230.9
1709604373,08/26/2023 11:00 AM,08/26/2023 5:00 AM,1693047600,false,72.30,0.00,56.6,0,4.70,871.1,230.2
1709604373,08/26/2023 12:00 PM,08/26/2023 6:00 AM,1693051200,false,70.70,0.00,57.9,0,3.80,871.3,193.7
1709604373,08/26/2023 1:00 PM,08/26/2023 7:00 AM,1693054800,false,69.40,0.00,60.4,0,5.10,871.8,224.1
1709604373,08/26/2023 2:00 PM,08/26/2023 8:00 AM,1693058400,false,73.00,0.00,55.9,0,3.20,872.1,254.7
1709604373,08/26/2023 3:00 PM,08/26/2023 9:00 AM,1693062000,false,77.60,0.00,49,0,3.50,872.2,265
1709604373,08/26/2023 4:00 PM,08/26/2023 10:00 AM,1693065600,false,80.30,0.00,47.3,1,2.80,872.2,287.8
1709604373,08/26/2023 5:00 PM,08/26/2023 11:00 AM,1693069200,false,83.20,0.00,40.9,1,4.20,872.1,265.2
1709604373,08/26/2023 6:00 PM,08/26/2023 12:00 PM,1693072800,false,85.90,0.00,36.2,17,4.90,871.9,276.6
1709604373,08/26/2023 7:00 PM,08/26/2023 1:00 PM,1693076400,false,88.60,0.00,32.7,51,2.70,871.3,229.5
1709604373,08/26/2023 8:00 PM,08/26/2023 2:00 PM,1693080000,false,88.50,0.00,32.3,64,5.70,871.1,276.1
1709604373,08/26/2023 9:00 PM,08/26/2023 3:00 PM,1693083600,false,88.80,0.00,34.3,96,8.20,870.5,269.3
1709604373,08/26/2023 10:00 PM,08/26/2023 4:00 PM,1693087200,false,88.10,0.00,32,100,5.50,870.2,255.2
1709604373,08/26/2023 11:00 PM,08/26/2023 5:00 PM,1693090800,false,91.20,0.00,26.4,79,3.40,869.5,266.6
1709604373,08/27/2023 12:00 AM,08/26/2023 6:00 PM,1693094400,false,91.80,0.00,23.8,23,2.10,869.4,66.6
1709604373,08/27/2023 1:00 AM,08/26/2023 7:00 PM,1693098000,false,90.00,0.00,26.3,4,6.10,869.2,327.4
1709604373,08/27/2023 2:00 AM,08/26/2023 8:00 PM,1693101600,false,86.80,0.00,30.1,59,2.00,869.5,46.4
1709604373,08/27/2023 3:00 AM,08/26/2023 9:00 PM,1693105200,false,84.20,0.00,35.6,21,4.00,870.4,180.5
1709604373,08/27/2023 4:00 AM,08/26/2023 10:00 PM,1693108800,false,82.00,0.00,37.6,0,3.60,870.9,135.5
1709604373,08/27/2023 5:00 AM,08/26/2023 11:00 PM,1693112400,false,80.00,0.00,39,0,8.40,870.4,167
1709604373,08/27/2023 6:00 AM,08/27/2023 12:00 AM,1693116000,false,77.60,0.00,41.1,0,6.30,870.7,199.7
1709604373,08/27/2023 7:00 AM,08/27/2023 1:00 AM,1693119600,false,75.30,0.00,44.9,0,6.40,870.9,206
1709604373,08/27/2023 8:00 AM,08/27/2023 2:00 AM,1693123200,false,73.20,0.00,49,0,3.60,871.1,296.1
1709604373,08/27/2023 9:00 AM,08/27/2023 3:00 AM,1693126800,false,72.70,0.00,52.3,0,1.40,870.8,1.3
1709604373,08/27/2023 10:00 AM,08/27/2023 4:00 AM,1693130400,false,71.50,0.00,58.2,0,4.20,871.3,352.1
1709604373,08/27/2023 11:00 AM,08/27/2023 5:00 AM,1693134000,false,72.20,0.00,56.3,1,7.00,872.3,20.7
1709604373,08/27/2023 12:00 PM,08/27/2023 6:00 AM,1693137600,false,72.10,0.00,54.9,0,4.50,871.8,345.9
1709604373,08/27/2023 1:00 PM,08/27/2023 7:00 AM,1693141200,false,70.90,0.02,56.7,0,9.10,871.9,180.8
1709604373,08/27/2023 2:00 PM,08/27/2023 8:00 AM,1693144800,false,70.90,0.00,59.3,0,7.50,872.5,173.4
1709604373,08/27/2023 3:00 PM,08/27/2023 9:00 AM,1693148400,false,76.50,0.00,44.9,0,6.60,872.4,161.3
1709604373,08/27/2023 4:00 PM,08/27/2023 10:00 AM,1693152000,false,79.90,0.00,40.7,1,5.00,872.3,356.4
1709604373,08/27/2023 5:00 PM,08/27/2023 11:00 AM,1693155600,false,82.50,0.00,41.5,0,5.70,872.5,318.4
1709604373,08/27/2023 6:00 PM,08/27/2023 12:00 PM,1693159200,false,84.40,0.00,37.3,0,3.80,872.7,315.1
1709604373,08/27/2023 7:00 PM,08/27/2023 1:00 PM,1693162800,false,85.90,0.00,32.5,1,2.50,872.3,290.5
1709604373,08/27/2023 8:00 PM,08/27/2023 2:00 PM,1693166400,false,88.20,0.00,31,3,5.80,871.7,330.1
1709604373,08/27/2023 9:00 PM,08/27/2023 3:00 PM,1693170000,false,88.40,0.00,32.1,11,7.70,871.4,305.5
1709604373,08/27/2023 10:00 PM,08/27/2023 4:00 PM,1693173600,false,89.30,0.00,29,8,5.70,870.6,309.5
1709604373,08/27/2023 11:00 PM,08/27/2023 5:00 PM,1693177200,false,90.10,0.00,26.8,0,4.90,870.3,281.1
1709604373,08/28/2023 12:00 AM,08/27/2023 6:00 PM,1693180800,false,89.80,0.00,27,0,4.70,870.1,262.5
1709604373,08/28/2023 1:00 AM,08/27/2023 7:00 PM,1693184400,false,88.20,0.00,27.9,0,4.20,870.2,267.6
1709604373,08/28/2023 2:00 AM,08/27/2023 8:00 PM,1693188000,false,85.20,0.00,32.7,0,2.70,870.3,254.4
1709604373,08/28/2023 3:00 AM,08/27/2023 9:00 PM,1693191600,false,80.60,0.00,38.6,0,4.60,870.6,283
1709604373,08/28/2023 4:00 AM,08/27/2023 10:00 PM,1693195200,false,78.00,0.00,46.2,0,2.20,871,82.3
1709604373,08/28/2023 5:00 AM,08/27/2023 11:00 PM,1693198800,false,76.30,0.00,46.3,0,4.90,871.2,103.4
1709604373,08/28/2023 6:00 AM,08/28/2023 12:00 AM,1693202400,false,76.80,0.00,45.8,0,3.10,871.3,275.3
1709604373,08/28/2023 7:00 AM,08/28/2023 1:00 AM,1693206000,false,74.70,0.00,47.3,0,4.60,871.5,211.9
1709604373,08/28/2023 8:00 AM,08/28/2023 2:00 AM,1693209600,false,71.40,0.00,56.2,0,4.70,871.6,203.3
1709604373,08/28/2023 9:00 AM,08/28/2023 3:00 AM,1693213200,false,69.60,0.00,65.8,0,2.90,871.5,314
1709604373,08/28/2023 10:00 AM,08/28/2023 4:00 AM,1693216800,false,68.50,0.00,69.5,0,3.40,871.5,242.4
1709604373,08/28/2023 11:00 AM,08/28/2023 5:00 AM,1693220400,false,68.90,0.00,58.9,0,3.60,871.8,268.1
1709604373,08/28/2023 12:00 PM,08/28/2023 6:00 AM,1693224000,false,65.70,0.00,70.3,0,2.40,872,51.7
1709604373,08/28/2023 1:00 PM,08/28/2023 7:00 AM,1693227600,false,66.30,0.00,65.2,0,2.60,872.2,208
1709604373,08/28/2023 2:00 PM,08/28/2023 8:00 AM,1693231200,false,68.00,0.00,65.6,0,2.00,872.7,170.4
1709604373,08/28/2023 3:00 PM,08/28/2023 9:00 AM,1693234800,false,74.30,0.00,50.3,0,1.90,873.1,257.5
1709604373,08/28/2023 4:00 PM,08/28/2023 10:00 AM,1693238400,false,77.40,0.00,44.3,0,2.70,873.3,261.1
1709604373,08/28/2023 5:00 PM,08/28/2023 11:00 AM,1693242000,false,80.50,0.00,39.1,0,4.30,873.5,316.8
1709604373,08/28/2023 6:00 PM,08/28/2023 12:00 PM,1693245600,false,83.90,0.00,35.3,0,4.50,873.5,313.4
1709604373,08/28/2023 7:00 PM,08/28/2023 1:00 PM,1693249200,false,85.50,0.00,32.5,2,5.70,873.2,330
1709604373,08/28/2023 8:00 PM,08/28/2023 2:00 PM,1693252800,false,88.00,0.00,27.7,7,4.40,873,309
1709604373,08/28/2023 9:00 PM,08/28/2023 3:00 PM,1693256400,false,90.60,0.00,24.2,2,4.50,872.5,311.6
1709604373,08/28/2023 10:00 PM,08/28/2023 4:00 PM,1693260000,false,91.90,0.00,19.3,0,5.40,872,308.3
1709604373,08/28/2023 11:00 PM,08/28/2023 5:00 PM,1693263600,false,92.30,0.00,15.8,0,4.80,871.6,316.4
